Station_x,YYYY,MM,DD,HH,i-O,PSFC(Pa),T2(K),WS_950mb(m/s),WS_850mb(m/s),WS_10m(m/s),POT_2m(K),PBLH(m),Ustar(m/s),SfcWG_UPP(m/s),WG_ECMWF(m/s),WindDC(degree),Temp_grad(1km_sfc),Temp_grad(2km_sfc),Temp_grad(PBLH_sfc),Pot_temp_grad(1km_sfc),Pot_temp_grad(2km_sfc),Pot_temp_grad(PBLH_sfc),Valid_Time_x,Join_Array,Station_y,Valid_Time_y,Obs_Time,Tdiff,WG_o,Lat,Lon,ELEV(M),Terrain_height(m)
72034173357.96573,2017.0,1.0,1.0,0.0,12.0,99232.20079414823,275.405447566438,21.570004514863445,25.755028173129983,5.6104626234160015,276.0097070917148,716.66873363798,0.480066375619475,18.10626267598965,9.323400452907064,199.45337160438706,0.4787097281877441,2.9434775680754357,0.22348940896265068,9.490440137120858,7.055273183999744,9.720525089970796,2017010100.0,72032464753_2017010100,72033443298.58273,2017010100.0,2017-01-01T00:15:00,14.976771554361697,7.677707888226193,40.433405988705566,-75.42109950549153,160.21624347833256,170.79730945235025
72054370464.80461,2017.0,1.0,1.0,0.0,12.0,100207.10024544407,276.50326005648367,21.90520179902909,25.387082016921106,4.298649426939448,276.3491990808058,921.1276709816117,0.44871175970926314,15.93401674916822,7.813194823334947,205.38115622759182,3.8622401992009716,3.5641189798921737,4.12364565987476,6.05383172494519,6.4129716856187375,5.697578728522707,2017010100.0,72054500169_2017010100,72056133442.18916,2017010100.0,2017-01-01T00:15:00,14.97886516542146,11.786114212125634,41.40398736256605,-72.5365108723988,127.40214960447948,105.78448582794947
71620056962.31743,2017.0,1.0,1.0,0.0,12.0,99298.24749252497,275.9642651470214,17.967574846173523,22.999423442979595,8.30526256106657,276.51791591261497,1100.7127845695027,0.6402049575505002,15.640281717733465,13.302441774469699,213.58008736779757,7.217074452083209,6.886748734540263,7.205501490913808,2.5900403549567734,3.0158474778465814,2.6086592529432013,2017010100.0,71620099999_2017010100,71617610206.59995,2017010100.0,2017-01-01T00:00:00,-0.07384392093235354,13.869510121832427,44.225712190315825,-76.61773212296939,92.48135885570905,85.52479751149629
72055939430.81537,2017.0,1.0,1.0,0.0,12.0,100201.09242265153,276.51058146791763,21.89456119912478,25.3626758056166,4.31149480591477,276.3500955689582,924.8689164968291,0.45073285877462604,15.904313153600837,7.795079475498433,205.46023635142305,3.8497850330177648,3.581026395087109,4.206651260475922,6.086646433743886,6.392268346818147,5.654285861676344,2017010100.0,72054500169_2017010100,72055343064.54399,2017010100.0,2017-01-01T00:15:00,14.916509221681826,11.809319763501883,41.3975814395815,-72.54915754531928,126.90410575918344,105.32652130152356
72055793313.62747,2017.0,1.0,1.0,0.0,12.0,100212.20465132155,276.50687915609177,21.889005720364917,25.38017329822482,4.301157136376698,276.3469243256169,924.6373858204175,0.4509328858645726,15.929670788140806,7.803047361654879,205.3624426706973,3.8044507614369945,3.575323799956291,4.167971647124008,6.0059711579419695,6.406455259450146,5.689388461853023,2017010100.0,72054500169_2017010100,72054727889.11502,2017010100.0,2017-01-01T00:15:00,15.045866372622301,11.800838179155441,41.36967566640143,-72.52496928950218,127.39913151838506,106.02098309265638
72055506968.28564,2017.0,1.0,1.0,0.0,12.0,100208.3025470239,276.5068294789689,21.899076994046517,25.390277015493034,4.314250562310061,276.3514691427747,920.4203010172403,0.450795924095389,15.908318517155331,7.7943042153654085,205.3563046217085,3.851705388311913,3.5983072932252096,4.182832676560112,6.033650018998507,6.4290621230241545,5.649232961577569,2017010100.0,72054500169_2017010100,72053905502.79633,2017010100.0,2017-01-01T00:15:00,14.978454640915043,11.792556358656768,41.38839880514994,-72.48094249224779,127.25284316595526,105.14245093786437
71614092927.57715,2017.0,1.0,1.0,0.0,12.0,99290.05767188694,275.95596569703366,18.032838666818616,22.96931701046939,8.295999047106788,276.5182413997943,1099.6078038528422,0.6402833475796401,15.629643265564303,13.282490817569384,213.70791769029572,7.258313671418745,6.885866949715771,7.206877333271354,2.587247405638619,3.001937096000984,2.6131898038316383,2017010100.0,71620099999_2017010100,71620526935.16429,2017010100.0,2017-01-01T00:00:00,0.08753501673585976,13.880701774263184,44.20874266750821,-76.59659010997922,93.78622705259814,86.1475465824819
72028460141.7997,2017.0,1.0,1.0,0.0,12.0,99229.58762791152,275.40873256060246,21.58162930741188,25.765572018797346,5.637365957470889,276.01004115302453,714.7678800029166,0.48126960466479374,18.115974769147854,9.326014595577009,199.54562435208203,0.47293182200760875,2.9327653544167767,0.19903824443842588,9.489048425354499,7.006150438018867,9.697229804665243,2017010100.0,72032464753_2017010100,72032907999.8678,2017010100.0,2017-01-01T00:15:00,15.058390552634618,7.701467601773256,40.45125872093269,-75.39046952950632,160.25444939261217,172.39434861310016
72053749988.70644,2017.0,1.0,1.0,0.0,12.0,100212.5818685104,276.50360912114655,21.88373527196424,25.37515009250331,4.326298430155102,276.3516422441173,923.1351269118143,0.4500940588343914,15.92039279877819,7.810957212656412,205.35440767539265,3.817366876644168,3.5497283925439236,4.195205545753584,6.07321812183572,6.421664321842394,5.710192081058062,2017010100.0,72054500169_2017010100,72053698814.71982,2017010100.0,2017-01-01T00:15:00,14.955489747230514,11.787682679842069,41.399295241575885,-72.49196294572518,127.30092050316988,106.16404447626797
72031520746.68968,2017.0,1.0,1.0,0.0,12.0,99232.13926993242,275.39886114573125,21.574339160679784,25.758444939875197,5.586437647552077,276.0097732733868,713.1257190799598,0.4799249148826047,18.125710799285873,9.290285311489802,199.45569261863977,0.48245922541797337,2.940129164835987,0.19890942760401115,9.456224908478303,7.04712352234855,9.663902793075232,2017010100.0,72032464753_2017010100,72029977537.42815,2017010100.0,2017-01-01T00:15:00,15.04920929664868,7.696404575170233,40.43799342062873,-75.38741888371737,160.1134428179761,171.7677928853494
