Station_x,YYYY,MM,DD,HH,i-O,PSFC(Pa),T2(K),WS_950mb(m/s),WS_850mb(m/s),WS_10m(m/s),POT_2m(K),PBLH(m),Ustar(m/s),SfcWG_UPP(m/s),WG_ECMWF(m/s),WindDC(degree),Temp_grad(1km_sfc),Temp_grad(2km_sfc),Temp_grad(PBLH_sfc),Pot_temp_grad(1km_sfc),Pot_temp_grad(2km_sfc),Pot_temp_grad(PBLH_sfc),Valid_Time_x,Join_Array,Station_y,Valid_Time_y,Obs_Time,Tdiff,WG_o,Lat,Lon,ELEV(M),Terrain_height(m)
71619439620.37881,2017.0,1.0,1.0,0.0,12.0,99300.89625723507,275.97474564365285,17.97668132769026,22.9673431054241,8.296977719177429,276.5183002049108,1101.4515604508738,0.6375761725654955,15.632130185761682,13.27675040884167,213.6685916158382,7.216175741874612,6.848051842299579,7.1710566853696704,2.606938748068792,3.013840593113973,2.6066838016914384,2017010100.0,71620099999_2017010100,71622112703.63223,2017010100.0,2017-01-01T00:00:00,-0.18417132496968175,13.917092618579028,44.222859529880125,-76.60223477461234,93.24971511573969,86.63362205512134
72057906420.24188,2017.0,1.0,1.0,0.0,12.0,100206.29781293885,276.5078465698907,21.89222864068342,25.38161481683559,4.3042959823527625,276.3493746871679,920.7397145729311,0.45255747333382323,15.920339846767902,7.815403684821498,205.29270990033595,3.84300313740196,3.5495736019866047,4.143979908796983,6.091448224685053,6.421731111124842,5.715775491953665,2017010100.0,72054500169_2017010100,72055282438.00496,2017010100.0,2017-01-01T00:15:00,14.99857381383384,11.81141349911108,41.37634554391751,-72.50204371657195,127.15799579901825,105.38511819564636
72032843068.32893,2017.0,1.0,1.0,0.0,12.0,99235.36052596149,275.40931774372234,21.560976814962906,25.76909974991296,5.569144251537261,276.01010651393443,714.6926699165476,0.4831182488340996,18.159137037043667,9.293524399585603,199.48001185742783,0.45930800378339126,2.9315941214466625,0.19955477910857042,9.467499661451072,7.048929762185218,9.681360669455751,2017010100.0,72032464753_2017010100,72033803440.63216,2017010100.0,2017-01-01T00:15:00,15.008353976599492,7.706639474406557,40.43978341204139,-75.38853859198744,160.65862376231755,171.94607576651543
72032577469.03757,2017.0,1.0,1.0,0.0,12.0,99225.4813504805,275.4126784546653,21.57249409984876,25.761387371537317,5.6176167846794645,276.0100340189258,715.860508869427,0.47903672557876803,18.114082657457953,9.296183084367497,199.51377873985277,0.5223171913731794,2.9210644640375087,0.20902618423469807,9.509807634448691,7.0997096319792945,9.684681470310379,2017010100.0,72032464753_2017010100,72033186973.33751,2017010100.0,2017-01-01T00:15:00,14.937250731632219,7.684349219255916,40.40641384848041,-75.38371838991239,160.10189362078725,171.198981737826
71619019396.2064,2017.0,1.0,1.0,0.0,12.0,99294.64452413828,275.9540408762835,17.975441699443813,22.954611434123276,8.330072861307963,276.5173337557576,1099.0283306337267,0.6404481402692068,15.621561282155698,13.310164801721248,213.6688766605801,7.265201851787767,6.843948439011978,7.231100209484438,2.60625038074003,2.979899496504455,2.6124332230202496,2017010100.0,71620099999_2017010100,71620440731.3988,2017010100.0,2017-01-01T00:00:00,-0.014293103625218061,13.842325050970521,44.24194560326375,-76.62387395669377,93.14628263986549,85.39152532674045
72036266491.3044,2017.0,1.0,1.0,0.0,12.0,99230.05767954691,275.40287427670154,21.552898441621487,25.756211723192482,5.613771422784915,276.01097187755244,717.1799349893561,0.4807664841397347,18.132610354796864,9.289375271167808,199.47930789970445,0.49017229980577987,2.9316917668577256,0.2353985458743118,9.464514524409559,7.055114651866938,9.714678013089268,2017010100.0,72032464753_2017010100,72033303846.56406,2017010100.0,2017-01-01T00:15:00,15.038102374284739,7.6890931241833185,40.4403277412211,-75.38848505836216,160.45104253309077,171.24050901938722
72055439193.88754,2017.0,1.0,1.0,0.0,12.0,100204.70219388422,276.5080117766029,21.88624112084738,25.371478818506887,4.307008158424631,276.353153375516,921.6099474627896,0.45104754469479924,15.92543695250962,7.794825572764593,205.2954035758215,3.753612116765313,3.5280921473499554,4.156262137999443,6.099854146173789,6.431668422586396,5.688647778388282,2017010100.0,72054500169_2017010100,72052192871.44826,2017010100.0,2017-01-01T00:15:00,14.900329069374697,11.793537443458263,41.382885507661165,-72.50338211499668,127.01372787006477,105.4628212160723
72056393285.79216,2017.0,1.0,1.0,0.0,12.0,100201.27447542132,276.5062654071556,21.870300097825673,25.37993723183342,4.307152957078131,276.34851782702344,924.1901091854123,0.4505652275320002,15.895318404060435,7.792024901727341,205.31482105766395,3.8554936907237103,3.5755286247412634,4.184930306351556,6.102967797377136,6.416655695515654,5.684145274813154,2017010100.0,72054500169_2017010100,72052606194.3826,2017010100.0,2017-01-01T00:15:00,14.933595909302808,11.801425444761978,41.39367456314063,-72.47559201938691,127.22657780794967,106.18432111629009
72033261289.13716,2017.0,1.0,1.0,0.0,12.0,99239.16154593628,275.4127885057339,21.568979501803355,25.75470875984297,5.575797506261943,276.0085033053301,714.2123445206882,0.4794492228191907,18.117867602725717,9.267208374724486,199.47174423324927,0.5107533470000868,2.9261323838301503,0.18244232019206835,9.491349394394208,7.092790928077072,9.683710187381857,2017010100.0,72032464753_2017010100,72033159532.8243,2017010100.0,2017-01-01T00:15:00,14.936802886818572,7.69173822987665,40.43188836952577,-75.36565647935129,160.12904033446608,172.57178579771218
72029437115.85641,2017.0,1.0,1.0,0.0,12.0,99233.56028900939,275.40988553217346,21.54780859095559,25.7393400472803,5.556791607102001,276.0074772302031,714.5778317192678,0.48005215182821864,18.104429002094005,9.32140189552826,199.39171838593907,0.5214153905876724,2.939920584979935,0.2171328375797104,9.525944724930392,7.080894747390324,9.71032339159714,2017010100.0,72032464753_2017010100,72032586915.41663,2017010100.0,2017-01-01T00:15:00,15.108625516185494,7.689954855213756,40.457488458543416,-75.42598465471636,159.9937253904694,172.23418171955598
72054304351.49937,2017.0,1.0,1.0,0.0,12.0,100202.59870417239,276.510127214739,21.917952387934797,25.37815721443855,4.2902376710427,276.34864266314173,920.9622360600191,0.45084926660584035,15.914392720532087,7.8033868210676784,205.45853540060057,3.815323936812911,3.5974625819148423,4.167581172808459,6.03929319532077,6.403530171872361,5.711689455551867,2017010100.0,72054500169_2017010100,72051772951.53854,2017010100.0,2017-01-01T00:15:00,14.97706041336497,11.81446126840859,41.3926650210142,-72.46220971501857,127.14854696109329,105.7651678339501
71619632149.71907,2017.0,1.0,1.0,0.0,12.0,99293.56240029233,275.9543432283969,17.9340718934183,22.981519876736666,8.289874409259856,276.5189636245393,1101.67509669679,0.6406305981884488,15.620195202265672,13.33668727052633,213.72934776731822,7.2119943573755965,6.865780193949656,7.146713212881366,2.5888750050894673,2.9842772281517003,2.5786321476332947,2017010100.0,71620099999_2017010100,71624013760.7,2017010100.0,2017-01-01T00:00:00,-0.09956218023525285,13.916658499582972,44.25355800831725,-76.60003720749162,92.69039433789116,86.0690475673411
72033749202.25446,2017.0,1.0,1.0,0.0,12.0,99233.6400696069,275.4129742965057,21.568729822772077,25.758315380906208,5.57016385026547,276.0098055811019,716.3539955448264,0.4798104875588143,18.126723992836503,9.303703714837457,199.510141037391,0.48639611165133895,2.9354085665995946,0.2150330977798006,9.46133676180754,7.042581160956407,9.726069395333987,2017010100.0,72032464753_2017010100,72030609503.42625,2017010100.0,2017-01-01T00:15:00,15.060418234563619,7.676812260745965,40.43009032565142,-75.37658278829377,160.46690371841572,171.75542537808133
72054681227.41235,2017.0,1.0,1.0,0.0,12.0,100202.72972259688,276.51894166175146,21.919712742122144,25.390821865470393,4.292245485847182,276.3512456485637,924.8011820263147,0.45032693633135124,15.914269224310747,7.804683436837149,205.35500777286725,3.8818591746159283,3.5821452868636667,4.117507171491107,6.12610072406733,6.38947362060462,5.703204464425822,2017010100.0,72054500169_2017010100,72057737343.76016,2017010100.0,2017-01-01T00:15:00,15.032213508054756,11.750565098292839,41.41477299988526,-72.49254153563705,127.03746203628245,105.37547599648414
71619058572.78421,2017.0,1.0,1.0,0.0,12.0,99290.0784092748,275.95446656070936,17.985549912012573,22.981546438772664,8.308394064975676,276.52010422965475,1099.8407181755574,0.6413377265370528,15.63412295046059,13.27865866121579,213.69933375879296,7.262870794593854,6.870676032152468,7.184435007987715,2.6349083336458476,3.031846243939664,2.5961600712778163,2017010100.0,71620099999_2017010100,71617995321.2174,2017010100.0,2017-01-01T00:00:00,-0.062236312602622815,13.934839486906839,44.20711470729743,-76.60699281595414,92.99329462298303,86.36535164752243
72055758484.05661,2017.0,1.0,1.0,0.0,12.0,100204.57938458267,276.51425876747885,21.872737103766024,25.397757416779847,4.266431688977839,276.35001480094655,923.3585281458218,0.45125714466667927,15.913461303659771,7.768649746508986,205.42458260833723,3.797492567571224,3.5840386908149156,4.168099728850491,6.088258571639414,6.407205351512947,5.714375336369733,2017010100.0,72054500169_2017010100,72054274739.19293,2017010100.0,2017-01-01T00:15:00,14.829406056707782,11.763223595548105,41.38305603209442,-72.5227841700447,127.50251341282747,105.75930004039587
72030711825.72258,2017.0,1.0,1.0,0.0,12.0,99232.05567868352,275.4086694968946,21.537620578056323,25.762944330836966,5.553274601268872,276.0084035634337,714.4923582503222,0.4789952012905567,18.121616019517628,9.33444085383522,199.5849859349971,0.4855103077530533,2.913748484303951,0.11312714105993775,9.478428847930648,7.06207668949824,9.738993527416833,2017010100.0,72032464753_2017010100,72032341041.40688,2017010100.0,2017-01-01T00:15:00,15.00360404041615,7.6881119556175594,40.42986490415982,-75.34058102068991,159.95797165010163,171.68788303321995
72051242682.07143,2017.0,1.0,1.0,0.0,12.0,100205.10896066732,276.5117811212584,21.904145437915705,25.382805630330473,4.282660614401752,276.3485067509003,925.4418514691662,0.4500769862880809,15.90354511883235,7.823529880352499,205.4515662605566,3.850550299049831,3.572227552704206,4.240459017825117,6.095864860217094,6.444161467543887,5.6228120447480965,2017010100.0,72054500169_2017010100,72052915578.6382,2017010100.0,2017-01-01T00:15:00,15.082979299136621,11.777929313103707,41.39278822996126,-72.51772560176215,127.05392641138519,106.26905379347723
71620617564.34755,2017.0,1.0,1.0,0.0,12.0,99300.717860088,275.9618550321493,17.96548648928264,22.959610031856695,8.295579426217717,276.52084321075665,1101.5225655339743,0.6400050010952895,15.634210917093329,13.332647590017762,213.71733430956877,7.181092345307908,6.8792258316163535,7.2003915648779,2.6328269809962275,3.0322322302177147,2.632198044547729,2017010100.0,71620099999_2017010100,71621188637.39847,2017010100.0,2017-01-01T00:00:00,0.053662025309762613,13.90267126034372,44.2239202258625,-76.61203206310702,93.09537981863829,86.49210927574438
72054306254.12035,2017.0,1.0,1.0,0.0,12.0,100202.92836518172,276.5102010681054,21.876830390223077,25.37352484194914,4.3096795129082865,276.3488144477437,922.7569479136296,0.4492680682807021,15.917732780395136,7.786027920191695,205.5075583909232,3.875984468760102,3.5624236620477427,4.248641099045563,6.097154123614794,6.41545417326227,5.648007039714605,2017010100.0,72054500169_2017010100,72054943588.31166,2017010100.0,2017-01-01T00:15:00,14.925739820845655,11.8178815225669,41.37723289356464,-72.50185536853704,126.93852092802928,106.08401042499541
72052812064.94191,2017.0,1.0,1.0,0.0,12.0,100206.31084220024,276.5073575425482,21.899524657864745,25.38414634869566,4.31624168991,276.34833084080907,925.402528312223,0.4499027665837727,15.921360740748716,7.815074370830075,205.44290969865222,3.788345128830169,3.556565980030483,4.174026381060824,6.055503403500358,6.3975236183559225,5.711266026012334,2017010100.0,72054500169_2017010100,72053837503.97255,2017010100.0,2017-01-01T00:15:00,14.896555073699412,11.807679672123008,41.411473439006095,-72.50913645517717,126.61854590477868,106.1572173890459
71619171395.9684,2017.0,1.0,1.0,0.0,12.0,99305.74245220842,275.9613365906993,17.973706101154683,22.981851609620968,8.27690624897554,276.5150601452135,1101.056807921838,0.6402561886241894,15.62598873132029,13.310154235750806,213.78481824683314,7.266825328101615,6.864742644938383,7.212367936120428,2.5854180637076447,3.0019236043138613,2.6354565874419986,2017010100.0,71620099999_2017010100,71617008766.83562,2017010100.0,2017-01-01T00:00:00,0.08689209423718601,13.890440433516574,44.20384534198942,-76.61379430533859,93.28911296472477,86.37126377233798
72030818811.04141,2017.0,1.0,1.0,0.0,12.0,99229.60866466434,275.4084015890563,21.540486446893585,25.74809226182662,5.610130733229198,276.0105421292992,712.8877413266265,0.4796419661480919,18.1341918629709,9.306298217870445,199.51461543261664,0.42952936766311206,2.941406813604581,0.18728862517694186,9.477109952680017,7.044813506115684,9.64968087714532,2017010100.0,72032464753_2017010100,72031288152.517,2017010100.0,2017-01-01T00:15:00,14.978583054875228,7.6670020390983105,40.427307631122375,-75.39878139783826,160.03758603824718,171.23618545473556
72054477897.07858,2017.0,1.0,1.0,0.0,12.0,100206.72656165263,276.50051090515126,21.908562808074457,25.363472016221976,4.3045218506332,276.34948781823493,923.5993635516859,0.45026377558900194,15.899967804461642,7.782945358497198,205.37761779135613,3.821429352110001,3.5612526820421917,4.169424974198547,6.059049095018451,6.426410241444652,5.68801638985645,2017010100.0,72054500169_2017010100,72053051803.44092,2017010100.0,2017-01-01T00:15:00,14.967009220532692,11.843219230476034,41.35952233753295,-72.51847448106096,127.25962707629039,105.63114424075754
71619080364.89795,2017.0,1.0,1.0,0.0,12.0,99290.5571604732,275.9605565267399,17.903387270993388,22.976490969871907,8.291700241198297,276.5217051354847,1100.889211940319,0.6398837799950836,15.5928970864861,13.309553905134932,213.6956660586004,7.240611012537739,6.862204242677341,7.195910647572698,2.625824104905961,3.0268199450283313,2.5930218918582995,2017010100.0,71620099999_2017010100,71620592049.21817,2017010100.0,2017-01-01T00:00:00,-0.021129822058544624,13.930084748139222,44.256719456078365,-76.64281371622707,93.0392798023398,85.94184362832414
